generation,i,fitness,hash,mom_hash,dad_hash,values
7,85,[-3.8416557948330015, -3.111323520110691],-6242886693113028578,-8290799766372370877,6002336117607125115,-0.9153406623105367  4.6950127428130255
7,86,[-3.7511417959916553, -5.046918902359462],6995535151330150617,8466748003288520200,5841248896923798944,-1.4115872029585685  4.6950127428130255
7,87,[-4.32838853642033, -1.3301104667752117],-7271536499779194863,-6633971225851650652,599700002971666199,-0.9676850060533182  4.073588950169615
7,88,[-6.409309885364316, -0.6980600447312025],55482082049963775,-855137483503032535,-4750645571073032014,-0.4172314089038167  -2.184682768301033
7,89,[-5.352115256595514, -0.8200586686105305],-5661265136626028324,-855137483503032535,-4750645571073032014,2.839664164139384  -1.305697610867369
7,90,[-7.568780330827964, -0.6918442923276258],5738105860065615211,-2498825868394608033,6002336117607125115,0.7158410473406658  -1.1947251278350333
7,91,[-5.517704210770431, -0.3578349279587889],8761464756044282886,4180698500103997594,-7952984553621828995,2.715207372188991  -1.2112259744388898
7,92,[-8.523155394242146, 2.1494834635562876],-8947533627466931577,6296871463693823058,2142202079132525640,-0.4172314089038167  0.6814005584256924
7,93,[-7.547345506870682, -0.7566101467089772],4180698500103997594,4180698500103997594,-8056566837146840513,0.7158410473406658  -1.2112259744388898
7,94,[-7.400683482430306, -4.429854492801598],6002336117607125115,-804198353015724027,-5376672901815046729,-0.9153406623105367  -1.1947251278350333
7,95,[-7.236600826494913, 1.5051231666441733],-5064312875206697341,4180698500103997594,1212378956082968051,1.071523353166893  -1.2112259744388898
7,96,[-6.619102209176044, 7.953557692325637],-5640903159356556633,2142202079132525640,992300420695969728,0.7158410473406658  1.9349582903656604
7,97,[-6.430101522364494, -3.5228032443534314],-2234595610853098129,-2498825868394608033,6002336117607125115,-0.9153406623105367  -2.0093033384997536
7,98,[-4.790665390991999, 2.390072539017161],8775405659185052001,2142202079132525640,992300420695969728,-0.4172314089038167  3.6558472047807395
7,99,[-4.790665390991999, 2.390072539017161],8775405659185052001,2142202079132525640,992300420695969728,-0.4172314089038167  3.6558472047807395
7,100,[-5.133354472995505, 8.352332911075825],-1060136903416271341,4735799771039081768,-5376672901815046729,2.715207372188991  1.9349582903656604
7,101,[-3.6474187866189705, -4.4003734744712695],3888196495230793236,356052903544406957,8466748003288520200,-1.8403688066295611  4.6950127428130255
7,102,[-7.612502013343349, -3.2985514297198164],-804198353015724027,-804198353015724027,-804198353015724027,-0.6580539920226887  -1.1947251278350333
7,103,[-7.612502013343349, -3.2985514297198164],-804198353015724027,-804198353015724027,-804198353015724027,-0.6580539920226887  -1.1947251278350333
7,104,[-7.620211728885289, -3.067703141839773],5851581699220964975,2807005420609921119,5283522191257388260,0.1881574714653862  -1.3458152617960053
7,105,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,-7675340237568758734,-2498825868394608033,0.7158410473406658  -1.305697610867369
7,106,[-6.551681667799841, -2.39150018127165],-9041130081475947271,-7675340237568758734,-2498825868394608033,-0.6580539920226887  -2.0093033384997536
7,107,[-7.568780330827964, -0.6918442923276258],5738105860065615211,-2498825868394608033,6002336117607125115,0.7158410473406658  -1.1947251278350333
7,108,[-7.477301361895425, -0.012679201404558693],2238945912646344404,2807005420609921119,5283522191257388260,0.8279403414917148  -1.1947251278350333
7,109,[-9.596954438544133, 0.4293458465035985],2963117180621063189,2008040487713094810,7526289891937968894,0.1881574714653862  -0.08311315899965699
7,110,[-6.936606910628339, -2.840301548219295],-7477173491695182973,2008040487713094810,7526289891937968894,-1.8286253594175363  -0.02940581222119132
7,111,[-8.725402862275676, -0.2045356081480228],-6387270697982542762,4735799771039081768,1697318465908197835,-0.6580539920226887  -0.17811182527675573
7,112,[-9.197501033881535, 0.22362257174385974],6839780784808050468,-8646419130028584186,7526289891937968894,-0.4172314089038167  -0.02940581222119132
7,113,[-6.644743305432099, 5.346850554933446],6263536701271655745,-804198353015724027,-5376672901815046729,-0.6580539920226887  1.9349582903656604
7,114,[-6.447894662552431, -5.718904447162176],-6711682150742972815,356052903544406957,-7446291740726911975,-1.8403688066295611  -1.1947251278350333
7,115,[-6.449683196393066, -0.5667613587681699],-3656366193804485927,-855137483503032535,-8984829307394581189,0.1881574714653862  -2.184682768301033
7,116,[-6.282868382684415, -6.063735724436613],8133914013310287967,-5103457341293258921,7767388378952622436,-1.3640403604323872  -1.881330575298017
7,117,[-7.720661694633815, -2.837685273730249],-7446291740726911975,-3362988940361617454,3060341414054842041,-0.49556066202288385  -1.1947251278350333
7,118,[-6.846749588418238, -2.537440314324398],6944917989966495088,-4645508365914587394,7526289891937968894,-1.8938270488248876  -0.02940581222119132
7,119,[-5.652085200849049, -1.5433408493956549],-8056566837146840513,4180698500103997594,-8056566837146840513,-2.582908298483914  -1.2112259744388898
7,120,[-7.547345506870682, -0.7566101467089772],4180698500103997594,4180698500103997594,-8056566837146840513,0.7158410473406658  -1.2112259744388898
7,121,[-7.457001775481512, -0.0774450557859101],-6364490735950130038,8067442347460345364,-8056566837146840513,0.8279403414917148  -1.2112259744388898
7,122,[-6.823052727822491, 2.1602147917031664],5841248896923798944,2224152940170385526,3051637177062182879,-1.4115872029585685  1.288734010676892
7,123,[-6.801729411815578, -2.4941540225710024],-7477016712208132199,6676507183675495909,2142202079132525640,-0.4172314089038167  -1.881330575298017
7,124,[-6.679326036664248, -0.5279692940734586],-6717401335773580152,8427154781627845236,1742362895951538569,-1.8938270488248876  0.6964893684241158
7,125,[-4.071967258627641, -2.107965282160728],4089585063634824964,8114237655682698519,2225633518638447313,-1.8938270488248876  4.073588950169615
7,126,[-8.298571291398826, -1.3358386712298047],-3979093610344061748,4735799771039081768,-5376672901815046729,-0.9153406623105367  -0.17811182527675573
7,127,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,-7675340237568758734,-2498825868394608033,0.7158410473406658  -1.305697610867369
7,128,[-6.731319107710676, -1.0239605538120098],8728904217189265255,7767388378952622436,-7967192258567937034,0.6142577857210139  -1.881330575298017
7,129,[-6.41420238858169, 0.7842160631534927],4564244892789289508,-1133036024487419496,2224152940170385526,0.7158410473406658  -2.1017933873818064
7,130,[-5.958249136853093, 1.6154408265574902],-681517037077346840,4735799771039081768,-4352656927394855347,-2.582908298483914  -0.17811182527675573
7,131,[-6.487627176296151, 3.956098796092983],4934604411602133921,356052903544406957,8466748003288520200,-0.9676850060533182  1.9349582903656604
7,132,[-5.671576299354122, 2.738466003290869],-7959910022898665760,-8646419130028584186,7526289891937968894,0.1881574714653862  2.8293404904882626
7,133,[-6.706674542002484, 5.807716710923013],6623800715650794460,356052903544406957,-7446291740726911975,-0.49556066202288385  1.9349582903656604
7,134,[-5.095110991916388, 8.08329840496928],-5981369407913283564,4735799771039081768,-4352656927394855347,2.715207372188991  1.9986955668677764
7,135,[-5.065866243553073, -0.9236518099837534],-4257070570654558229,-3362988940361617454,3060341414054842041,-1.3640403604323872  3.1147122016594064
7,136,[-4.628929528294199, 2.6047449342311735],-1737161895223841215,1962842548841634846,-6633971225851650652,3.8249472581885247  0.4497434527122941
7,137,[-4.389142278604985, -0.3709903470510967],8880542864343496621,992300420695969728,-4645508365914587394,-1.8938270488248876  3.6558472047807395
7,138,[-5.1375872868752035, -0.0025146395331849813],3727694340613146192,8067442347460345364,-8056566837146840513,-2.582908298483914  -2.1017933873818064
7,139,[-9.000370404649576, 0.25633054784154446],-6027006683603404047,-4465934990948662757,4735799771039081768,-0.49556066202288385  -0.17811182527675573
7,140,[-3.379960453952239, 1.0254618991134699],2472006688270114938,7767388378952622436,-7967192258567937034,2.715207372188991  4.6950127428130255
7,141,[-4.980777986226168, 1.7149659995688977],8253857884575861585,-855137483503032535,-8475320014088928468,2.715207372188991  -2.184682768301033
7,142,[-4.781377865418558, 2.25848238316445],-5189739778006230795,992300420695969728,-2001341698598202929,-0.49556066202288385  3.6558472047807395
7,143,[-5.818728891771637, 3.1782439807074665],2247339284290970260,6676507183675495909,2142202079132525640,-1.8938270488248876  1.9349582903656604
7,144,[-5.766956854612597, 3.5157370315054717],5818031532839495702,4735799771039081768,1697318465908197835,2.715207372188991  0.4497434527122941
7,145,[-3.7822420017506744, 3.2775443678664624],-1071625592666556324,-5103457341293258921,7767388378952622436,2.715207372188991  4.032404020343899
7,146,[-5.712772572508339, 4.5625095078563875],6296871463693823058,-4465934990948662757,4735799771039081768,2.715207372188991  0.6814005584256924
7,147,[-3.962034476825991, 4.662019950956745],7864786093632055691,-855137483503032535,-8984829307394581189,2.839664164139384  3.6558472047807395
7,148,[-3.962034476825991, 4.662019950956745],7864786093632055691,-855137483503032535,-8984829307394581189,2.839664164139384  3.6558472047807395
7,149,[-5.133354472995505, 8.352332911075825],-1060136903416271341,4735799771039081768,-5376672901815046729,2.715207372188991  1.9349582903656604
8,0,[-6.908296926758606, -6.365449875050369],-3604343494643615434,5841248896923798944,5738105860065615211,-1.4115872029585685  -1.1947251278350333
8,1,[-7.5904935478077835, -3.363317284101168],-2361605712977341644,-6387270697982542762,-8269089510704590432,-0.6580539920226887  -1.2112259744388898
8,2,[-5.907516015509847, -5.5069633518556405],9183578185913300734,-8269089510704590432,5342325532776337000,-1.8403688066295611  -1.881330575298017
8,3,[-7.222323133872658, -4.921134725068123],-4280136589382756114,-3979093610344061748,-472764730412460818,-0.9153406623105367  -1.3451459399244312
8,4,[-7.825865965904267, -2.6395622862958565],8251955462738630165,4180698500103997594,2963117180621063189,0.1881574714653862  -1.2112259744388898
8,5,[-7.697138845060129, -2.9024511281116006],-2001341698598202929,-2340939904413755952,-8269089510704590432,-0.49556066202288385  -1.2112259744388898
8,6,[-6.908769689021874, -2.6248886255903825],6151989577999760066,-6387270697982542762,-8269089510704590432,-1.8403688066295611  -0.17811182527675573
8,7,[-3.8744514972801696, -1.980020457028909],-8651063780751509592,-804198353015724027,6995535151330150617,-0.6580539920226887  4.6950127428130255
8,8,[-7.643902560261133, -1.2359016491185453],-120326830832151469,8728904217189265255,-3362988940361617454,0.6142577857210139  -1.1947251278350333
8,9,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,4564244892789289508,7971258694512901475,0.7158410473406658  -1.305697610867369
8,10,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,4564244892789289508,7971258694512901475,0.7158410473406658  -1.305697610867369
8,11,[-8.765670012429782, -0.368833740098419],-7485628666762371043,6839780784808050468,4579863169878462805,-0.6580539920226887  -0.02940581222119132
8,12,[-8.757659744488993, -0.2944091513017129],6397942695630274868,2963117180621063189,-9041130081475947271,-0.6580539920226887  -0.08311315899965699
8,13,[-8.657752164280076, 2.3122979860904778],5894217620076757281,4180698500103997594,2963117180621063189,0.7158410473406658  -0.08311315899965699
8,14,[-6.958261448306829, -6.275676819743149],-3362988940361617454,5738105860065615211,8133914013310287967,-1.3640403604323872  -1.1947251278350333
8,15,[-7.334004651273886, -4.75406904294163],-3690538002646863468,-6735924941843014961,-8056566837146840513,-0.9676850060533182  -1.2112259744388898
8,16,[-7.720661694633815, -2.837685273730249],-7446291740726911975,-5189739778006230795,-7446291740726911975,-0.49556066202288385  -1.1947251278350333
8,17,[-7.361555803051246, -1.3364881098708112],1742362895951538569,9127990390401948417,-2340939904413755952,-1.3640403604323872  0.6964893684241158
8,18,[-6.678986840849165, -1.6677451834663384],5970788477224392666,2963117180621063189,-9041130081475947271,0.1881574714653862  -2.0093033384997536
8,19,[-6.7614009251711895, -0.8308305279683554],4309608658364620066,-795743177948535957,1742362895951538569,-1.8286253594175363  0.6964893684241158
8,20,[-4.649532598365939, 1.889954650720058],-2819393657024255149,-6387270697982542762,-1737161895223841215,3.8249472581885247  -0.17811182527675573
8,21,[-7.626788459895409, 5.8195695488759975],4520059416412560246,5841248896923798944,55482082049963775,-0.4172314089038167  1.288734010676892
8,22,[-5.863192537126092, -5.255216908639261],6676507183675495909,-7477016712208132199,2247339284290970260,-1.8938270488248876  -1.881330575298017
8,23,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,4564244892789289508,7971258694512901475,0.7158410473406658  -1.305697610867369
8,24,[-6.768598515481995, -0.9144406564068672],2184613571829713261,6296871463693823058,-6367961528209229788,-1.8286253594175363  0.6814005584256924
8,25,[-8.845334551225283, 1.1027109872053718],4622013132403924555,-5808764011735646415,-8947533627466931577,-0.4172314089038167  0.4497434527122941
8,26,[-6.367994534112165, -6.104815409834753],-6536794746661150697,-1133036024487419496,-6711682150742972815,-1.8403688066295611  -1.305697610867369
8,27,[-5.943967143541639, -4.357414801904033],8379028964651529136,5841248896923798944,55482082049963775,-1.4115872029585685  -2.184682768301033
8,28,[-5.652085200849049, -1.5433408493956549],-8056566837146840513,4180698500103997594,5076442711971294013,-2.582908298483914  -1.2112259744388898
8,29,[-7.568780330827964, -0.6918442923276258],5738105860065615211,-1133036024487419496,-6711682150742972815,0.7158410473406658  -1.1947251278350333
8,30,[-7.547345506870682, -0.7566101467089772],4180698500103997594,9127990390401948417,4180698500103997594,0.7158410473406658  -1.2112259744388898
8,31,[-6.958261448306829, -6.275676819743149],-3362988940361617454,5738105860065615211,8133914013310287967,-1.3640403604323872  -1.1947251278350333
8,32,[-6.489345788778637, 5.083602625324458],7504557836374189525,6839780784808050468,4579863169878462805,-0.4172314089038167  2.121477605682389
8,33,[-6.390088466051056, -5.467158003945796],2225633518638447313,4089585063634824964,-804198353015724027,-1.8938270488248876  -1.1947251278350333
8,34,[-7.4356405650115, -2.55664376996746],-1102826675719693572,3774370638119001912,-1737161895223841215,-1.4115872029585685  0.4497434527122941
8,35,[-8.845334551225283, 1.1027109872053718],4622013132403924555,-5808764011735646415,-8947533627466931577,-0.4172314089038167  0.4497434527122941
8,36,[-6.338200623795092, -6.211811157087444],3378923416502927866,-2353802388856525820,-8269089510704590432,-1.8403688066295611  -1.3458152617960053
8,37,[-7.3812724189619345, -4.49462034718295],4444928757645507498,-7951362574466849116,-6242886693113028578,-0.9153406623105367  -1.2112259744388898
8,38,[-7.352887904653152, -4.689303188560279],2265226740299122277,5738105860065615211,8466748003288520200,-0.9676850060533182  -1.1947251278350333
8,39,[-6.390088466051056, -5.467158003945796],2225633518638447313,4089585063634824964,-804198353015724027,-1.8938270488248876  -1.1947251278350333
8,40,[-7.612502013343349, -3.2985514297198164],-804198353015724027,-7446291740726911975,279083981177496862,-0.6580539920226887  -1.1947251278350333
8,41,[-7.438813648812675, -1.7288083590438132],2924249447778892387,3378923416502927866,8728904217189265255,0.6142577857210139  -1.3458152617960053
8,42,[-8.225194910619015, 2.9790169077699034],7685377284191492402,7085618451800346004,-5189739778006230795,-0.49556066202288385  0.8418928182363512
8,43,[-8.206489727802587, 4.163734289106199],-5329924080881319059,6296871463693823058,5738105860065615211,0.7158410473406658  0.6814005584256924
8,44,[-7.697138845060129, -2.9024511281116006],-2001341698598202929,-2340939904413755952,-8269089510704590432,-0.49556066202288385  -1.2112259744388898
8,45,[-6.958261448306829, -6.275676819743149],-3362988940361617454,5738105860065615211,8133914013310287967,-1.3640403604323872  -1.1947251278350333
8,46,[-6.282868382684415, -6.063735724436613],8133914013310287967,8133914013310287967,9127990390401948417,-1.3640403604323872  -1.881330575298017
8,47,[-5.907516015509847, -5.5069633518556405],9183578185913300734,-8269089510704590432,5342325532776337000,-1.8403688066295611  -1.881330575298017
8,48,[-4.566762742677558, -1.26928221815567],3050565851061433874,7864786093632055691,6995535151330150617,-1.4115872029585685  3.6558472047807395
8,49,[-7.643902560261133, -1.2359016491185453],-120326830832151469,8728904217189265255,-3362988940361617454,0.6142577857210139  -1.1947251278350333
8,50,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,-2340939904413755952,-8269089510704590432,-1.8403688066295611  0.6964893684241158
8,51,[-7.547345506870682, -0.7566101467089772],4180698500103997594,9127990390401948417,4180698500103997594,0.7158410473406658  -1.2112259744388898
8,52,[-5.165108737131915, -0.08112797827090201],7767388378952622436,3950314055481681752,8728904217189265255,2.715207372188991  -1.881330575298017
8,53,[-3.8679743046072463, 0.6266866803632816],-2108759567670170354,5738105860065615211,8466748003288520200,0.7158410473406658  4.6950127428130255
8,54,[-8.747272779553809, 0.9711208313526601],-4944774921802990113,-5808764011735646415,-2340939904413755952,-0.49556066202288385  0.4497434527122941
8,55,[-8.189334702677694, 4.247344417544712],-3204928994346412254,-5808764011735646415,-2340939904413755952,0.7158410473406658  0.6964893684241158
8,56,[-7.547345506870682, -0.7566101467089772],4180698500103997594,9127990390401948417,4180698500103997594,0.7158410473406658  -1.2112259744388898
8,57,[-7.477301361895425, -0.012679201404558693],2238945912646344404,2238945912646344404,-6711682150742972815,0.8279403414917148  -1.1947251278350333
8,58,[-6.390088466051056, -5.467158003945796],2225633518638447313,4089585063634824964,-804198353015724027,-1.8938270488248876  -1.1947251278350333
8,59,[-6.7124598963857, -3.086610334413281],-7754039473053370222,8728904217189265255,-9041130081475947271,-0.6580539920226887  -1.881330575298017
8,60,[-6.846105918647497, -1.910098342079267],-4210165331819050953,5818031532839495702,-6711682150742972815,-1.8403688066295611  0.4497434527122941
8,61,[-6.685906329538101, -0.4799031970210903],3186622123012337144,-7477016712208132199,-1133036024487419496,0.7158410473406658  -1.881330575298017
8,62,[-6.619102209176044, 7.953557692325637],-5640903159356556633,5738105860065615211,2247339284290970260,0.7158410473406658  1.9349582903656604
8,63,[-6.569025566846292, -0.3288504006703785],3043456225782320078,8728904217189265255,-9041130081475947271,0.6142577857210139  -2.0093033384997536
8,64,[-8.725402862275676, -0.2045356081480228],-6387270697982542762,-3979093610344061748,-804198353015724027,-0.6580539920226887  -0.17811182527675573
8,65,[-7.400683482430306, -4.429854492801598],6002336117607125115,-2234595610853098129,-7446291740726911975,-0.9153406623105367  -1.1947251278350333
8,66,[-6.498048892569628, -6.827182327844278],-3210260639228384907,-374447291037253457,-3362988940361617454,-1.3640403604323872  -1.66889500936364
8,67,[-7.76392697271584, -2.706095117877538],2120496313480002693,-8947533627466931577,-6711682150742972815,-0.4172314089038167  -1.1947251278350333
8,68,[-7.477301361895425, -0.012679201404558693],2238945912646344404,2238945912646344404,-6711682150742972815,0.8279403414917148  -1.1947251278350333
8,69,[-7.400683482430306, -4.429854492801598],6002336117607125115,-2234595610853098129,-7446291740726911975,-0.9153406623105367  -1.1947251278350333
8,70,[-6.943089177422825, -6.3404426741245],9127990390401948417,9127990390401948417,4180698500103997594,-1.3640403604323872  -1.2112259744388898
8,71,[-6.447894662552431, -5.718904447162176],-6711682150742972815,2238945912646344404,-6711682150742972815,-1.8403688066295611  -1.1947251278350333
8,72,[-6.282868382684415, -6.063735724436613],8133914013310287967,8133914013310287967,9127990390401948417,-1.3640403604323872  -1.881330575298017
8,73,[-5.678880693855063, -3.9910976484646774],8054129953452448273,4564244892789289508,4089585063634824964,-1.8938270488248876  -2.1017933873818064
8,74,[-8.628336631219256, 2.402171529244168],155033515098796476,-6027006683603404047,4180698500103997594,0.7158410473406658  -0.17811182527675573
8,75,[-7.697138845060129, -2.9024511281116006],-2001341698598202929,-2340939904413755952,-8269089510704590432,-0.49556066202288385  -1.2112259744388898
8,76,[-7.3812724189619345, -4.49462034718295],4444928757645507498,-7951362574466849116,-6242886693113028578,-0.9153406623105367  -1.2112259744388898
8,77,[-7.76392697271584, -2.706095117877538],2120496313480002693,-8947533627466931577,-6711682150742972815,-0.4172314089038167  -1.1947251278350333
8,78,[-6.6106545668087655, -1.9306340252820826],-4282508684112440428,-2234595610853098129,-5189739778006230795,-0.49556066202288385  -2.0093033384997536
8,79,[-3.8898335511421536, -1.5191543010393418],-8290799766372370877,-5189739778006230795,2472006688270114938,-0.49556066202288385  4.6950127428130255
8,80,[-7.547345506870682, -0.7566101467089772],4180698500103997594,9127990390401948417,4180698500103997594,0.7158410473406658  -1.2112259744388898
8,81,[-6.5630456650824875, -4.368232681944189],-8945438951558509566,8214214513728465001,3186622123012337144,-0.9457081568516523  -1.881330575298017
8,82,[-8.526450411339667, 0.5102546753630929],1697318465908197835,-6387270697982542762,-1737161895223841215,-0.6580539920226887  0.4497434527122941
8,83,[-7.697138845060129, -2.9024511281116006],-2001341698598202929,-2340939904413755952,-8269089510704590432,-0.49556066202288385  -1.2112259744388898
8,84,[-7.269361807673356, -4.815765455474175],6177223521688947233,-2353802388856525820,-8462493846927481716,-0.9153406623105367  -1.305697610867369
8,85,[-6.908296926758606, -6.365449875050369],-3604343494643615434,5841248896923798944,5738105860065615211,-1.4115872029585685  -1.1947251278350333
8,86,[-6.41420238858169, 0.7842160631534927],4564244892789289508,4564244892789289508,4180698500103997594,0.7158410473406658  -2.1017933873818064
8,87,[-6.390088466051056, -5.467158003945796],2225633518638447313,4089585063634824964,-804198353015724027,-1.8938270488248876  -1.1947251278350333
8,88,[-6.3888132067245955, -0.829650200583914],4537080718568232595,8253857884575861585,-7446291740726911975,-0.49556066202288385  -2.184682768301033
8,89,[-5.907516015509847, -5.5069633518556405],9183578185913300734,-8269089510704590432,5342325532776337000,-1.8403688066295611  -1.881330575298017
8,90,[-5.863192537126092, -5.255216908639261],6676507183675495909,-7477016712208132199,2247339284290970260,-1.8938270488248876  -1.881330575298017
8,91,[-7.620211728885289, -3.067703141839773],5851581699220964975,-2353802388856525820,-8462493846927481716,0.1881574714653862  -1.3458152617960053
8,92,[-7.42442153387596, -1.0777552550002025],-1133036024487419496,4564244892789289508,7971258694512901475,0.7158410473406658  -1.305697610867369
8,93,[-7.269361807673356, -4.815765455474175],6177223521688947233,-2353802388856525820,-8462493846927481716,-0.9153406623105367  -1.305697610867369
8,94,[-6.775314043903821, -1.6583518988628863],4727150337562369175,1697318465908197835,4089585063634824964,-1.8938270488248876  0.4497434527122941
8,95,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,-2340939904413755952,-8269089510704590432,-1.8403688066295611  0.6964893684241158
8,96,[-7.547345506870682, -0.7566101467089772],4180698500103997594,9127990390401948417,4180698500103997594,0.7158410473406658  -1.2112259744388898
8,97,[-5.393240892863461, -0.4989135603193051],-347530612034611234,7864786093632055691,8761464756044282886,2.839664164139384  -1.2112259744388898
8,98,[-8.473067617235676, 2.9170384882168388],6958230383974392179,2238945912646344404,6944917989966495088,0.8279403414917148  -0.02940581222119132
8,99,[-8.225194910619015, 2.9790169077699034],7685377284191492402,7085618451800346004,-5189739778006230795,-0.49556066202288385  0.8418928182363512
8,100,[-8.206489727802587, 4.163734289106199],-5329924080881319059,6296871463693823058,5738105860065615211,0.7158410473406658  0.6814005584256924
8,101,[-7.602195460104562, -3.0920060805501146],-4750645571073032014,-7477016712208132199,-1133036024487419496,-0.4172314089038167  -1.305697610867369
8,102,[-6.226705020079148, -2.421819419655263],-461035496807281931,-6242886693113028578,-3656366193804485927,-0.9153406623105367  -2.184682768301033
8,103,[-3.9072304043050803, -1.2562654592235978],1962497394964462217,-6242886693113028578,-3656366193804485927,0.1881574714653862  4.6950127428130255
8,104,[-6.685906329538101, -0.4799031970210903],3186622123012337144,-7477016712208132199,-1133036024487419496,0.7158410473406658  -1.881330575298017
8,105,[-6.527233868859186, 0.21520695612054097],-2498825868394608033,8214214513728465001,3186622123012337144,0.7158410473406658  -2.0093033384997536
8,106,[-6.500277809632916, 4.065228207402537],673779839782148273,-1060136903416271341,7306983419834674634,-0.9457081568516523  1.9349582903656604
8,107,[-5.862086881563103, 2.9264975374910858],356052903544406957,667031982019644531,-5640903159356556633,-1.8403688066295611  1.9349582903656604
8,108,[-5.525085264078109, -0.2930690735774375],-3729514574719282985,6296871463693823058,5738105860065615211,2.715207372188991  -1.1947251278350333
8,109,[-5.517704210770431, -0.3578349279587889],8761464756044282886,-5064312875206697341,-5981369407913283564,2.715207372188991  -1.2112259744388898
8,110,[-4.706036056558345, 0.6663131640931006],1256530678237479632,-2234595610853098129,-5189739778006230795,-0.9153406623105367  3.6558472047807395
8,111,[-7.236600826494913, 1.5051231666441733],-5064312875206697341,-8269089510704590432,5342325532776337000,1.071523353166893  -1.2112259744388898
8,112,[-4.372713078713021, 2.6673484294574417],599700002971666199,4564244892789289508,4089585063634824964,0.7158410473406658  4.073588950169615
8,113,[-4.022142227111618, 4.8030985833172615],-8475320014088928468,-1060136903416271341,7306983419834674634,2.715207372188991  3.6558472047807395
8,114,[-4.022142227111618, 4.8030985833172615],-8475320014088928468,-1060136903416271341,7306983419834674634,2.715207372188991  3.6558472047807395
8,115,[-4.022142227111618, 4.8030985833172615],-8475320014088928468,-1060136903416271341,7306983419834674634,2.715207372188991  3.6558472047807395
8,116,[-6.7308333775387466, 5.939306866775724],2142202079132525640,-7477016712208132199,2247339284290970260,-0.4172314089038167  1.9349582903656604
8,117,[-7.446508172490964, 7.83382037442591],-3263045822076522027,5841248896923798944,5738105860065615211,0.7158410473406658  1.288734010676892
8,118,[-6.943089177422825, -6.3404426741245],9127990390401948417,9127990390401948417,4180698500103997594,-1.3640403604323872  -1.2112259744388898
8,119,[-6.854716695373008, -6.661587782415725],-7586458919264163464,5076442711971294013,-4257070570654558229,-1.3640403604323872  -1.305697610867369
8,120,[-6.026829225458606, -4.88938951956925],2224152940170385526,4564244892789289508,7971258694512901475,-1.4115872029585685  -2.1017933873818064
8,121,[-3.8371224010655434, -3.2616428045598176],4205923431468534552,-7951362574466849116,-6242886693113028578,-0.9457081568516523  4.6950127428130255
8,122,[-6.753712394941043, -0.8633258657283511],667031982019644531,-8947533627466931577,-6711682150742972815,-1.8403688066295611  0.6814005584256924
8,123,[-6.6106545668087655, -1.9306340252820826],-4282508684112440428,-2234595610853098129,-5189739778006230795,-0.49556066202288385  -2.0093033384997536
8,124,[-4.649532598365939, 1.889954650720058],-2819393657024255149,-6387270697982542762,-1737161895223841215,3.8249472581885247  -0.17811182527675573
8,125,[-6.487627176296151, 3.956098796092983],4934604411602133921,6623800715650794460,-7271536499779194863,-0.9676850060533182  1.9349582903656604
8,126,[-6.390088466051056, -5.467158003945796],2225633518638447313,4089585063634824964,-804198353015724027,-1.8938270488248876  -1.1947251278350333
8,127,[-5.614049701373985, 7.047089671739232],298761008731702785,-6735924941843014961,-8056566837146840513,-2.582908298483914  1.288734010676892
8,128,[-5.032198718006874, 1.182991281903681],9145011148729574800,6296871463693823058,-6367961528209229788,2.715207372188991  -2.1017933873818064
8,129,[-4.781377865418558, 2.25848238316445],-5189739778006230795,-2340939904413755952,7864786093632055691,-0.49556066202288385  3.6558472047807395
8,130,[-4.698991165957224, 0.515993879643974],7306983419834674634,-8945438951558509566,8880542864343496621,-0.9457081568516523  3.6558472047807395
8,131,[-4.5976787108746136, 3.6515174105820893],-1258321964369513859,3774370638119001912,-1737161895223841215,3.8249472581885247  0.6814005584256924
8,132,[-5.604303741655789, 4.077360786086829],7559501799368813268,3950314055481681752,8728904217189265255,0.6142577857210139  2.8293404904882626
8,133,[-5.525085264078109, -0.2930690735774375],-3729514574719282985,6296871463693823058,5738105860065615211,2.715207372188991  -1.1947251278350333
8,134,[-4.5976787108746136, 3.6515174105820893],-1258321964369513859,3774370638119001912,-1737161895223841215,3.8249472581885247  0.6814005584256924
8,135,[-4.381124627708756, 0.06064129206525093],8105782480615510449,4089585063634824964,-804198353015724027,-0.6580539920226887  4.073588950169615
8,136,[-4.401127879941578, 0.5215074480548182],-5582340195730534324,6623800715650794460,-7271536499779194863,-0.49556066202288385  4.073588950169615
8,137,[-3.337396926024983, 0.8843832667529536],-6636988679808779182,7864786093632055691,6995535151330150617,2.839664164139384  4.6950127428130255
8,138,[-6.228287535094612, 2.369725164910114],-693611269058605810,2247339284290970260,-4257070570654558229,-1.3640403604323872  1.9349582903656604
8,139,[-4.823648321108587, -0.11513299418640077],-5714477400289350287,2247339284290970260,-4257070570654558229,-1.8938270488248876  3.1147122016594064
8,140,[-5.660635633705202, 2.65986811563384],-4373195597039812352,-3979093610344061748,-5661265136626028324,2.839664164139384  -0.17811182527675573
